Type,Manufacturer,Range,Panel Radiator Type,Column Style,Material,Height,Width,Sections / Elements,Cols,Manu. Part Number,Heat Output Watts (dT50),Heat Output Btu/hr (1),n coefficient Strategy,n coefficient
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,200,4,5,5030,224,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,250,5,5,5030,280,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,300,6,5,5030,336,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,350,7,5,5030,392,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,400,8,5,5030,448,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,450,9,5,5030,504,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,500,10,5,5030,560,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,550,11,5,5030,616,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,600,12,5,5030,672,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,650,13,5,5030,728,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,700,14,5,5030,784,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,750,15,5,5030,840,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,800,16,5,5030,896,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,850,17,5,5030,952,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,900,18,5,5030,1008,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,950,19,5,5030,1064,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1000,20,5,5030,1120,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1050,21,5,5030,1176,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1100,22,5,5030,1232,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1150,23,5,5030,1288,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1200,24,5,5030,1344,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1250,25,5,5030,1400,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1300,26,5,5030,1455,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1350,27,5,5030,1511,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1400,28,5,5030,1567,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1450,29,5,5030,1623,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1500,30,5,5030,1679,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1550,31,5,5030,1735,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1600,32,5,5030,1791,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1650,33,5,5030,1847,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1700,34,5,5030,1903,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1750,35,5,5030,1959,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1800,36,5,5030,2015,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1850,37,5,5030,2071,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1900,38,5,5030,2127,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1950,39,5,5030,2183,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2000,40,5,5030,2239,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2050,41,5,5030,2295,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2100,42,5,5030,2351,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2150,43,5,5030,2407,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2200,44,5,5030,2463,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2250,45,5,5030,2519,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2300,46,5,5030,2575,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2350,47,5,5030,2631,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2400,48,5,5030,2687,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2450,49,5,5030,2743,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2500,50,5,5030,2799,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,200,4,6,6030,266,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,250,5,6,6030,332,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,300,6,6,6030,398,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,350,7,6,6030,465,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,400,8,6,6030,531,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,450,9,6,6030,598,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,500,10,6,6030,664,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,550,11,6,6030,730,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,600,12,6,6030,797,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,650,13,6,6030,863,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,700,14,6,6030,929,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,750,15,6,6030,996,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,800,16,6,6030,1062,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,850,17,6,6030,1129,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,900,18,6,6030,1195,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,950,19,6,6030,1261,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1000,20,6,6030,1328,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1050,21,6,6030,1394,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1100,22,6,6030,1461,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1150,23,6,6030,1527,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1200,24,6,6030,1593,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1250,25,6,6030,1660,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1300,26,6,6030,1726,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1350,27,6,6030,1793,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1400,28,6,6030,1859,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1450,29,6,6030,1925,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1500,30,6,6030,1992,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1550,31,6,6030,2058,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1600,32,6,6030,2124,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1650,33,6,6030,2191,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1700,34,6,6030,2257,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1750,35,6,6030,2324,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1800,36,6,6030,2390,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1850,37,6,6030,2456,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1900,38,6,6030,2523,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,1950,39,6,6030,2589,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2000,40,6,6030,2656,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2050,41,6,6030,2722,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2100,42,6,6030,2788,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2150,43,6,6030,2855,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2200,44,6,6030,2921,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2250,45,6,6030,2988,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2300,46,6,6030,3054,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2350,47,6,6030,3120,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2400,48,6,6030,3187,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2450,49,6,6030,3253,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,300,2500,50,6,6030,3320,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,200,4,2,2035,116,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,250,5,2,2035,145,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,300,6,2,2035,174,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,350,7,2,2035,203,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,400,8,2,2035,232,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,450,9,2,2035,261,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,500,10,2,2035,290,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,550,11,2,2035,319,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,600,12,2,2035,348,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,650,13,2,2035,376,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,700,14,2,2035,405,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,750,15,2,2035,434,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,800,16,2,2035,463,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,850,17,2,2035,492,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,900,18,2,2035,521,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,950,19,2,2035,550,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1000,20,2,2035,579,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1050,21,2,2035,608,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1100,22,2,2035,637,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1150,23,2,2035,666,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1200,24,2,2035,695,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1250,25,2,2035,724,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1300,26,2,2035,753,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1350,27,2,2035,782,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1400,28,2,2035,811,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1450,29,2,2035,840,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1500,30,2,2035,869,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1550,31,2,2035,898,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1600,32,2,2035,927,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1650,33,2,2035,956,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1700,34,2,2035,985,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1750,35,2,2035,1014,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1800,36,2,2035,1043,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1850,37,2,2035,1072,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1900,38,2,2035,1100,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1950,39,2,2035,1129,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2000,40,2,2035,1158,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2050,41,2,2035,1187,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2100,42,2,2035,1216,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2150,43,2,2035,1245,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2200,44,2,2035,1274,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2250,45,2,2035,1303,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2300,46,2,2035,1332,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2350,47,2,2035,1361,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2400,48,2,2035,1390,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2450,49,2,2035,1419,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2500,50,2,2035,1448,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,200,4,3,3035,162,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,250,5,3,3035,203,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,300,6,3,3035,243,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,350,7,3,3035,284,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,400,8,3,3035,324,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,450,9,3,3035,365,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,500,10,3,3035,405,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,550,11,3,3035,446,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,600,12,3,3035,486,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,650,13,3,3035,527,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,700,14,3,3035,567,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,750,15,3,3035,608,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,800,16,3,3035,648,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,850,17,3,3035,689,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,900,18,3,3035,729,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,950,19,3,3035,770,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1000,20,3,3035,810,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1050,21,3,3035,851,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1100,22,3,3035,891,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1150,23,3,3035,932,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1200,24,3,3035,972,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1250,25,3,3035,1013,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1300,26,3,3035,1053,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1350,27,3,3035,1094,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1400,28,3,3035,1134,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1450,29,3,3035,1175,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1500,30,3,3035,1215,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1550,31,3,3035,1256,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1600,32,3,3035,1296,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1650,33,3,3035,1337,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1700,34,3,3035,1377,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1750,35,3,3035,1418,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1800,36,3,3035,1458,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1850,37,3,3035,1499,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1900,38,3,3035,1539,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1950,39,3,3035,1580,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2000,40,3,3035,1620,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2050,41,3,3035,1661,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2100,42,3,3035,1701,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2150,43,3,3035,1742,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2200,44,3,3035,1782,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2250,45,3,3035,1823,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2300,46,3,3035,1863,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2350,47,3,3035,1904,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2400,48,3,3035,1944,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2450,49,3,3035,1985,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2500,50,3,3035,2025,,,1.23
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,200,4,4,4035,208,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,250,5,4,4035,260,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,300,6,4,4035,312,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,350,7,4,4035,364,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,400,8,4,4035,416,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,450,9,4,4035,468,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,500,10,4,4035,520,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,550,11,4,4035,572,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,600,12,4,4035,624,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,650,13,4,4035,677,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,700,14,4,4035,729,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,750,15,4,4035,781,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,800,16,4,4035,833,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,850,17,4,4035,885,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,900,18,4,4035,937,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,950,19,4,4035,989,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1000,20,4,4035,1041,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1050,21,4,4035,1093,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1100,22,4,4035,1145,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1150,23,4,4035,1197,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1200,24,4,4035,1249,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1250,25,4,4035,1301,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1300,26,4,4035,1353,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1350,27,4,4035,1405,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1400,28,4,4035,1457,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1450,29,4,4035,1509,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1500,30,4,4035,1561,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1550,31,4,4035,1613,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1600,32,4,4035,1665,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1650,33,4,4035,1717,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1700,34,4,4035,1769,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1750,35,4,4035,1821,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1800,36,4,4035,1873,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1850,37,4,4035,1925,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1900,38,4,4035,1978,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1950,39,4,4035,2030,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2000,40,4,4035,2082,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2050,41,4,4035,2134,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2100,42,4,4035,2186,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2150,43,4,4035,2238,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2200,44,4,4035,2290,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2250,45,4,4035,2342,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2300,46,4,4035,2394,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2350,47,4,4035,2446,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2400,48,4,4035,2498,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2450,49,4,4035,2550,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2500,50,4,4035,2602,,,1.24
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,200,4,5,5035,256,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,250,5,5,5035,320,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,300,6,5,5035,384,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,350,7,5,5035,448,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,400,8,5,5035,512,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,450,9,5,5035,576,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,500,10,5,5035,640,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,550,11,5,5035,704,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,600,12,5,5035,768,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,650,13,5,5035,832,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,700,14,5,5035,896,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,750,15,5,5035,960,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,800,16,5,5035,1024,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,850,17,5,5035,1088,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,900,18,5,5035,1152,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,950,19,5,5035,1216,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1000,20,5,5035,1280,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1050,21,5,5035,1344,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1100,22,5,5035,1408,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1150,23,5,5035,1472,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1200,24,5,5035,1536,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1250,25,5,5035,1600,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1300,26,5,5035,1664,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1350,27,5,5035,1728,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1400,28,5,5035,1792,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1450,29,5,5035,1856,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1500,30,5,5035,1920,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1550,31,5,5035,1984,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1600,32,5,5035,2048,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1650,33,5,5035,2112,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1700,34,5,5035,2176,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1750,35,5,5035,2240,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1800,36,5,5035,2304,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1850,37,5,5035,2368,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1900,38,5,5035,2432,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,1950,39,5,5035,2496,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2000,40,5,5035,2560,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2050,41,5,5035,2624,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2100,42,5,5035,2688,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2150,43,5,5035,2752,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2200,44,5,5035,2816,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2250,45,5,5035,2880,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2300,46,5,5035,2944,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2350,47,5,5035,3008,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2400,48,5,5035,3072,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2450,49,5,5035,3136,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,2500,50,5,5035,3200,,,1.25
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,200,4,6,6035,256,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,250,5,6,6035,320,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,300,6,6,6035,384,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,350,7,6,6035,448,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,400,8,6,6035,512,,,1.26
Column,Myson,Myson Column Custom,,Simple Tube,Steel,350,450,9,6,6035,576,,,1.26
