Type,Manufacturer,Range,Panel Radiator Type,Column Style,Material,Height,Width,Sections / Elements,Cols,Manu. Part Number,Heat Output Watts (dT50),Heat Output Btu/hr (1),n coefficient Strategy,n coefficient
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,350,7,5,5250,2640,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,400,8,5,5250,3018,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,450,9,5,5250,3395,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,500,10,5,5250,3772,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,550,11,5,5250,4149,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,600,12,5,5250,4527,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,650,13,5,5250,4904,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,700,14,5,5250,5281,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,750,15,5,5250,5658,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,800,16,5,5250,6035,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,850,17,5,5250,6413,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,900,18,5,5250,6790,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,950,19,5,5250,7167,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1000,20,5,5250,7544,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1050,21,5,5250,7921,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1100,22,5,5250,8299,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1150,23,5,5250,8676,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1200,24,5,5250,9053,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1250,25,5,5250,9430,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1300,26,5,5250,9807,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1350,27,5,5250,10185,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1400,28,5,5250,10562,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1450,29,5,5250,10939,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1500,30,5,5250,11316,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,200,4,6,6250,1509,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,250,5,6,6250,1886,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,300,6,6,6250,2263,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,350,7,6,6250,2640,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,400,8,6,6250,3018,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,450,9,6,6250,3395,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,500,10,6,6250,3772,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,550,11,6,6250,4149,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,600,12,6,6250,4527,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,650,13,6,6250,4904,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,700,14,6,6250,5281,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,750,15,6,6250,5658,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,800,16,6,6250,6035,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,850,17,6,6250,6413,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,900,18,6,6250,6790,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,950,19,6,6250,7167,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1000,20,6,6250,7544,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1050,21,6,6250,7921,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1100,22,6,6250,8299,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1150,23,6,6250,8676,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1200,24,6,6250,9053,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1250,25,6,6250,9430,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1300,26,6,6250,9807,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1350,27,6,6250,10185,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1400,28,6,6250,10562,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1450,29,6,6250,10939,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2500,1500,30,6,6250,11316,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,200,4,2,2280,829,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,250,5,2,2280,1037,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,300,6,2,2280,1244,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,350,7,2,2280,1452,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,400,8,2,2280,1659,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,450,9,2,2280,1866,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,500,10,2,2280,2074,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,550,11,2,2280,2281,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,600,12,2,2280,2488,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,650,13,2,2280,2696,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,700,14,2,2280,2903,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,750,15,2,2280,3110,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,800,16,2,2280,3318,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,850,17,2,2280,3525,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,900,18,2,2280,3732,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,950,19,2,2280,3940,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1000,20,2,2280,4147,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1050,21,2,2280,4355,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1100,22,2,2280,4562,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1150,23,2,2280,4769,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1200,24,2,2280,4977,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1250,25,2,2280,5184,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1300,26,2,2280,5391,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1350,27,2,2280,5599,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1400,28,2,2280,5806,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1450,29,2,2280,6013,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1500,30,2,2280,6221,,,1.34
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,200,4,3,3280,1100,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,250,5,3,3280,1375,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,300,6,3,3280,1651,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,350,7,3,3280,1926,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,400,8,3,3280,2201,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,450,9,3,3280,2476,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,500,10,3,3280,2751,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,550,11,3,3280,3026,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,600,12,3,3280,3301,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,650,13,3,3280,3576,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,700,14,3,3280,3851,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,750,15,3,3280,4126,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,800,16,3,3280,4401,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,850,17,3,3280,4677,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,900,18,3,3280,4952,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,950,19,3,3280,5227,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1000,20,3,3280,5502,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1050,21,3,3280,5777,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1100,22,3,3280,6052,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1150,23,3,3280,6327,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1200,24,3,3280,6602,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1250,25,3,3280,6877,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1300,26,3,3280,7152,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1350,27,3,3280,7427,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1400,28,3,3280,7703,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1450,29,3,3280,7978,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1500,30,3,3280,8253,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,200,4,4,4280,1371,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,250,5,4,4280,1714,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,300,6,4,4280,2057,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,350,7,4,4280,2400,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,400,8,4,4280,2743,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,450,9,4,4280,3085,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,500,10,4,4280,3428,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,550,11,4,4280,3771,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,600,12,4,4280,4114,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,650,13,4,4280,4457,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,700,14,4,4280,4799,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,750,15,4,4280,5142,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,800,16,4,4280,5485,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,850,17,4,4280,5828,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,900,18,4,4280,6171,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,950,19,4,4280,6514,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1000,20,4,4280,6856,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1050,21,4,4280,7199,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1100,22,4,4280,7542,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1150,23,4,4280,7885,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1200,24,4,4280,8228,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1250,25,4,4280,8571,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1300,26,4,4280,8913,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1350,27,4,4280,9256,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1400,28,4,4280,9599,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1450,29,4,4280,9942,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1500,30,4,4280,10285,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,200,4,5,5280,1685,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,250,5,5,5280,2106,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,300,6,5,5280,2527,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,350,7,5,5280,2948,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,400,8,5,5280,3369,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,450,9,5,5280,3791,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,500,10,5,5280,4212,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,550,11,5,5280,4633,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,600,12,5,5280,5054,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,650,13,5,5280,5475,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,700,14,5,5280,5897,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,750,15,5,5280,6318,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,800,16,5,5280,6739,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,850,17,5,5280,7160,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,900,18,5,5280,7581,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,950,19,5,5280,8002,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1000,20,5,5280,8424,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1050,21,5,5280,8845,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1100,22,5,5280,9266,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1150,23,5,5280,9687,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1200,24,5,5280,10108,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1250,25,5,5280,10530,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1300,26,5,5280,10951,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1350,27,5,5280,11372,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1400,28,5,5280,11793,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1450,29,5,5280,12214,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1500,30,5,5280,12635,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,200,4,6,6280,1998,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,250,5,6,6280,2498,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,300,6,6,6280,2997,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,350,7,6,6280,3497,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,400,8,6,6280,3996,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,450,9,6,6280,4496,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,500,10,6,6280,4995,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,550,11,6,6280,5495,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,600,12,6,6280,5994,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,650,13,6,6280,6494,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,700,14,6,6280,6993,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,750,15,6,6280,7493,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,800,16,6,6280,7992,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,850,17,6,6280,8492,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,900,18,6,6280,8992,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,950,19,6,6280,9491,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1000,20,6,6280,9991,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,2800,1050,21,6,6280,10490,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,200,4,2,2300,1998,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,250,5,2,2300,2498,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,300,6,2,2300,2997,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,350,7,2,2300,3497,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,400,8,2,2300,3996,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,450,9,2,2300,4496,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,500,10,2,2300,4995,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,550,11,2,2300,5495,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,600,12,2,2300,5994,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,650,13,2,2300,6494,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,700,14,2,2300,6993,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,750,15,2,2300,7493,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,800,16,2,2300,7992,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,850,17,2,2300,8492,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,900,18,2,2300,8992,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,950,19,2,2300,9491,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1000,20,2,2300,9991,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1050,21,2,2300,10490,,,1.33
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,200,4,3,3300,1181,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,250,5,3,3300,1476,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,300,6,3,3300,1771,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,350,7,3,3300,2066,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,400,8,3,3300,2361,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,450,9,3,3300,2657,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,500,10,3,3300,2952,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,550,11,3,3300,3247,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,600,12,3,3300,3542,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,650,13,3,3300,3837,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,700,14,3,3300,4133,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,750,15,3,3300,4428,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,800,16,3,3300,4723,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,850,17,3,3300,5018,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,900,18,3,3300,5313,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,950,19,3,3300,5608,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1000,20,3,3300,5904,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1050,21,3,3300,6199,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1100,22,3,3300,6494,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1150,23,3,3300,6789,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1200,24,3,3300,7084,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1250,25,3,3300,7380,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1300,26,3,3300,7675,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1350,27,3,3300,7970,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1400,28,3,3300,8265,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1450,29,3,3300,8560,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1500,30,3,3300,8855,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,200,4,4,4300,1469,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,250,5,4,4300,1836,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,300,6,4,4300,2204,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,350,7,4,4300,2571,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,400,8,4,4300,2938,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,450,9,4,4300,3305,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,500,10,4,4300,3673,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,550,11,4,4300,4040,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,600,12,4,4300,4407,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,650,13,4,4300,4774,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,700,14,4,4300,5142,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,750,15,4,4300,5509,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,800,16,4,4300,5876,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,850,17,4,4300,6243,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,900,18,4,4300,6611,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,950,19,4,4300,6978,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1000,20,4,4300,7345,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1050,21,4,4300,7712,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1100,22,4,4300,8080,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1150,23,4,4300,8447,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1200,24,4,4300,8814,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1250,25,4,4300,9181,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1300,26,4,4300,9549,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1350,27,4,4300,9916,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1400,28,4,4300,10283,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1450,29,4,4300,10650,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,1500,30,4,4300,11018,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,200,4,5,5300,1803,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,250,5,5,5300,2254,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,300,6,5,5300,2705,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,350,7,5,5300,3155,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,400,8,5,5300,3606,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,3000,450,9,5,5300,4057,,,1.3
